review_id,item_id,category,brand,user_id,size_ordered,user_height_cm,user_weight_kg,user_body_type,fit_feedback,review_text,rating,returned,return_reason
REV-008254,ETH-413,Ethnic,Taavi,USR-9898,M,165.8,64.0,Pear,Fit,"Absolutely love the fit of size M. Watch out after washing, might shrink slightly.",5,0,None
REV-008255,JNS-208,Jeans,Wrogn,USR-4418,M,164.6,64.3,Petite,Fit,"Size M fits like a glove! True to size. Great length, falls just right. Fits very comfortably around the waist.",4,0,None
REV-008256,DRS-105,Dress,Mango,USR-8861,XS,154.8,44.3,Pear,Fit,Absolutely love the fit of size XS. Extremely tight around waist with almost no give. A bit longer than pictured on the model.,4,0,None
REV-008257,JNS-206,Jeans,Mast & Harbour,USR-6690,M,162.0,61.7,Pear,Fit,"Perfect fit right out of the package. Length is quite long, might need tailoring. Fits very comfortably around the waist.",5,0,None
REV-008258,DRS-106,Dress,Dressberry,USR-7506,L,162.6,68.1,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right.",5,0,None
REV-008259,DRS-112,Dress,Mast & Harbour,USR-8787,M,161.0,65.7,Regular,Fit,"Size M fits like a glove! True to size. Great length, falls just right. Tight across the shoulders and chest area.",4,0,None
REV-008260,JNS-201,Jeans,Roadster,USR-8995,XL,161.5,78.6,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. The waistband dug right into my sides.",5,1,Fit
REV-008261,ETH-407,Ethnic,W for Woman,USR-7007,XL,163.0,85.3,Pear,Fit,Size XL fits like a glove! True to size.,4,0,None
REV-008262,ETH-407,Ethnic,W for Woman,USR-3529,XS,164.9,60.9,Petite,Small,"I usually wear XS, but this was way too snug. Great length, falls just right. The waistband dug right into my sides.",3,1,Fit
REV-008263,DRS-111,Dress,Anouk,USR-6096,XS,156.4,43.3,Pear,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Length is quite long, might need tailoring.",4,0,None
REV-008264,TOP-304,Top,HRX,USR-8108,S,155.8,48.2,Pear,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Super stretchy and forgiving material.",2,0,None
REV-008265,DRS-102,Dress,Dressberry,USR-4032,S,165.2,57.8,Regular,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right.",4,0,None
REV-008266,TOP-313,Top,Taavi,USR-3658,L,163.8,75.3,Hourglass,Fit,"Absolutely love the fit of size L. Watch out after washing, might shrink slightly.",5,0,None
REV-008267,ETH-413,Ethnic,Taavi,USR-8125,XL,161.9,81.5,Pear,Large,"Definitely oversized cut, consider sizing down. Great length, falls just right. Fabric has zero stretch and is quite stiff.",4,0,None
REV-008268,ETH-404,Ethnic,Taavi,USR-6240,L,154.5,54.0,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Watch out after washing, might shrink slightly. Plenty of room around the waist.",3,0,None
REV-008269,JNS-206,Jeans,Mast & Harbour,USR-2280,L,158.8,67.5,Hourglass,Fit,"Absolutely love the fit of size L. Length is quite long, might need tailoring. Fits very comfortably around the waist.",5,0,None
REV-008270,ETH-406,Ethnic,Anouk,USR-1172,S,147.3,40.0,Petite,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Very constricting waistline.",4,0,None
REV-008271,TOP-304,Top,HRX,USR-5697,XL,161.8,76.1,Pear,Fit,Absolutely love the fit of size XL. The fabric has amazing stretch and recovery. Fits very comfortably around the waist.,5,0,None
REV-008272,ETH-409,Ethnic,Taavi,USR-8861,XS,164.0,48.6,Pear,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Too long for my height, dragged on the floor without heels.",5,0,None
REV-008273,DRS-104,Dress,Taavi,USR-1468,XL,154.4,70.4,Pear,Large,"Runs on the larger side, felt baggy and loose. Gaped at the waist quite a bit. Loose at the bust and chest armholes.",3,0,None
REV-008274,DRS-108,Dress,Mango,USR-1907,XS,158.3,49.1,Athletic,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring. Very constricting waistline.",4,0,None
REV-008275,TOP-304,Top,HRX,USR-2418,M,172.5,80.5,Hourglass,Small,Ordered size M but this definitely runs small. Love the comfortable stretch in this fabric. Tight across the shoulders and chest area.,1,1,Fit
REV-008276,ETH-407,Ethnic,W for Woman,USR-9859,XS,171.2,57.4,Petite,Small,Ordered size XS but this definitely runs small. Very constricting waistline.,2,0,None
REV-008277,JNS-212,Jeans,Mango,USR-4235,M,152.1,54.9,Hourglass,Fit,"Matches the size chart accurately, so comfortable. A bit longer than pictured on the model. Fits very comfortably around the waist.",4,0,None
REV-008278,TOP-304,Top,HRX,USR-3162,S,164.8,66.8,Hourglass,Small,"Beautiful piece, but sizing is off and it runs tight. Way too tight across the bust and chest. Extremely tight around waist with almost no give.",1,1,Fit
REV-008279,TOP-310,Top,Roadster,USR-3732,XS,172.6,49.5,Athletic,Fit,"Matches the size chart accurately, so comfortable. A little too short on me. Plenty of room around the waist.",4,1,Not as pictured
REV-008280,JNS-204,Jeans,HRX,USR-1536,XS,168.3,53.9,Regular,Fit,Perfect fit right out of the package. The fabric has amazing stretch and recovery.,4,0,None
REV-008281,ETH-405,Ethnic,Libas,USR-3539,S,168.3,60.6,Pear,Fit,"Size S fits like a glove! True to size. Too long for my height, dragged on the floor without heels.",5,0,None
REV-008282,TOP-313,Top,Taavi,USR-7823,S,157.0,51.5,Pear,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever.",5,0,None
REV-008283,ETH-409,Ethnic,Taavi,USR-2455,S,152.7,54.4,Petite,Large,Ordered my usual size S and it was swimming on me. Chest and shoulder seams align nicely. Waist is roomy and relaxed.,5,0,None
REV-008284,TOP-313,Top,Taavi,USR-2505,XL,157.2,64.8,Athletic,Large,"Definitely oversized cut, consider sizing down. Great length, falls just right. Waist is roomy and relaxed.",3,1,Fit
REV-008285,DRS-105,Dress,Mango,USR-7834,XL,166.9,82.4,Athletic,Fit,Size XL fits like a glove! True to size. Way too tight across the bust and chest. The waistband dug right into my sides.,3,0,None
REV-008286,JNS-211,Jeans,Roadster,USR-8937,M,165.0,68.5,Regular,Fit,Size M fits like a glove! True to size. Length was somewhat brief. Waist is roomy and relaxed.,4,0,None
REV-008287,JNS-210,Jeans,Dressberry,USR-5396,S,172.0,61.6,Pear,Fit,Size S fits like a glove! True to size. Love the comfortable stretch in this fabric.,5,0,None
REV-008288,ETH-413,Ethnic,Taavi,USR-6140,M,152.4,55.6,Regular,Small,"Ordered size M but this definitely runs small. Too long for my height, dragged on the floor without heels. Fabric has zero stretch and is quite stiff.",4,1,Quality
REV-008289,ETH-401,Ethnic,Libas,USR-9340,L,152.8,76.0,Petite,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever. Chest and shoulder seams align nicely.",5,1,Not as pictured
REV-008290,TOP-313,Top,Taavi,USR-7015,XL,172.4,93.4,Pear,Fit,"Perfect fit right out of the package. Fits very comfortably around the waist. Great length, falls just right.",4,0,None
REV-008291,JNS-203,Jeans,Roadster,USR-5795,M,162.9,67.1,Regular,Fit,"Perfect fit right out of the package. Waist is roomy and relaxed. Great length, falls just right.",3,0,None
REV-008292,TOP-308,Top,Dressberry,USR-3880,XL,159.4,67.5,Hourglass,Large,"Definitely oversized cut, consider sizing down. Watch out after washing, might shrink slightly. Fits very comfortably around the waist.",1,1,Quality
REV-008293,ETH-403,Ethnic,W for Woman,USR-4786,XS,154.2,40.0,Regular,Fit,"Size XS fits like a glove! True to size. Fabric has zero stretch and is quite stiff. Too long for my height, dragged on the floor without heels.",4,0,None
REV-008294,JNS-207,Jeans,Mango,USR-2440,XS,157.1,43.6,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Waist was noticeably smaller than standard sizing. Cropped shorter than expected for tall frames.",4,0,None
REV-008295,ETH-409,Ethnic,Taavi,USR-3298,XL,172.5,89.6,Hourglass,Fit,"Size XL fits like a glove! True to size. Length is quite long, might need tailoring. Fabric has zero stretch and is quite stiff.",4,0,None
REV-008296,JNS-209,Jeans,Mast & Harbour,USR-8237,L,153.0,65.8,Regular,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring.",4,0,None
REV-008297,JNS-209,Jeans,Mast & Harbour,USR-2330,S,169.0,49.2,Petite,Large,Ordered my usual size S and it was swimming on me. Fits very comfortably around the waist.,1,0,None
REV-008298,ETH-413,Ethnic,Taavi,USR-3820,M,159.8,53.6,Athletic,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff.,4,0,None
REV-008299,JNS-204,Jeans,HRX,USR-5634,XS,167.6,52.0,Hourglass,Fit,Size XS fits like a glove! True to size. Love the comfortable stretch in this fabric.,5,0,None
REV-008300,ETH-406,Ethnic,Anouk,USR-8398,S,161.8,53.9,Pear,Fit,"Absolutely love the fit of size S. Waist was noticeably smaller than standard sizing. Great length, falls just right.",5,0,None
REV-008301,DRS-110,Dress,Dressberry,USR-5421,M,165.7,61.5,Hourglass,Large,"Runs on the larger side, felt baggy and loose. Gaped at the waist quite a bit. Cropped shorter than expected for tall frames.",2,0,None
REV-008302,TOP-312,Top,Wrogn,USR-4986,M,158.9,56.5,Athletic,Large,Ordered my usual size M and it was swimming on me. Gaped at the waist quite a bit. Loose at the bust and chest armholes.,5,1,Quality
REV-008303,DRS-104,Dress,Taavi,USR-7139,XS,176.3,67.2,Pear,Small,"Felt very suffocating in size XS, recommend sizing up. Too long for my height, dragged on the floor without heels. Waist is roomy and relaxed.",1,1,Fit
REV-008304,JNS-207,Jeans,Mango,USR-6809,M,155.4,61.4,Petite,Fit,"Absolutely love the fit of size M. Very constricting waistline. Length is quite long, might need tailoring.",5,0,None
REV-008305,DRS-104,Dress,Taavi,USR-2143,XS,161.5,46.5,Pear,Fit,"Matches the size chart accurately, so comfortable. A bit longer than pictured on the model. Waist is roomy and relaxed.",4,0,None
REV-008306,ETH-411,Ethnic,W for Woman,USR-1846,S,177.7,69.0,Pear,Fit,Size S fits like a glove! True to size. Length was somewhat brief. Fabric has zero stretch and is quite stiff.,5,0,None
REV-008307,DRS-112,Dress,Mast & Harbour,USR-8587,M,159.9,60.9,Hourglass,Fit,"Absolutely love the fit of size M. Great length, falls just right. Tight across the shoulders and chest area.",3,1,Not as pictured
REV-008308,JNS-212,Jeans,Mango,USR-5954,XS,174.3,51.1,Hourglass,Fit,Perfect fit right out of the package. A bit longer than pictured on the model.,5,0,None
REV-008309,TOP-311,Top,Mast & Harbour,USR-3689,XL,164.4,84.1,Hourglass,Fit,Absolutely love the fit of size XL. Fits very comfortably around the waist. Runs small at bust for anyone with curves.,4,1,Quality
REV-008310,JNS-205,Jeans,Dressberry,USR-4630,XS,163.4,49.4,Pear,Large,"Runs on the larger side, felt baggy and loose. Great length, falls just right. The waistband dug right into my sides.",2,1,Fit
REV-008311,ETH-405,Ethnic,Libas,USR-4850,M,158.3,60.1,Pear,Large,"Runs on the larger side, felt baggy and loose. Length is quite long, might need tailoring.",1,1,Fit
REV-008312,JNS-208,Jeans,Wrogn,USR-8901,S,171.5,64.5,Regular,Fit,Perfect fit right out of the package.,4,0,None
REV-008313,DRS-107,Dress,Mast & Harbour,USR-7736,XS,168.1,50.2,Athletic,Small,"Felt very suffocating in size XS, recommend sizing up. Watch out after washing, might shrink slightly. Chest and shoulder seams align nicely.",1,1,Fit
REV-008314,DRS-101,Dress,Mango,USR-7018,S,152.7,49.8,Regular,Large,"Ordered my usual size S and it was swimming on me. Length is quite long, might need tailoring. Runs small at bust for anyone with curves.",2,0,None
REV-008315,ETH-413,Ethnic,Taavi,USR-4991,M,172.3,69.6,Pear,Fit,"Size M fits like a glove! True to size. Watch out after washing, might shrink slightly. Great length, falls just right.",5,0,None
REV-008316,JNS-210,Jeans,Dressberry,USR-3670,S,164.5,65.6,Regular,Small,"I usually wear S, but this was way too snug. Super stretchy and forgiving material. The waistband dug right into my sides.",2,0,None
REV-008317,ETH-401,Ethnic,Libas,USR-4454,S,170.0,60.4,Hourglass,Fit,Perfect fit right out of the package. A bit longer than pictured on the model. Fabric has zero stretch and is quite stiff.,5,0,None
REV-008318,JNS-206,Jeans,Mast & Harbour,USR-3523,S,167.2,56.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Too long for my height, dragged on the floor without heels. Fits very comfortably around the waist.",1,1,Not as pictured
REV-008319,TOP-310,Top,Roadster,USR-5819,S,176.0,62.4,Pear,Fit,Size S fits like a glove! True to size. Plenty of room around the waist. Cropped shorter than expected for tall frames.,5,1,Quality
REV-008320,DRS-109,Dress,Roadster,USR-4704,L,156.5,61.9,Athletic,Fit,"Size L fits like a glove! True to size. Great length, falls just right. Loose at the bust and chest armholes.",5,0,None
REV-008321,TOP-311,Top,Mast & Harbour,USR-4366,M,163.0,65.0,Regular,Small,Ordered size M but this definitely runs small. Extremely tight around waist with almost no give. Tight across the shoulders and chest area.,1,1,Fit
REV-008322,DRS-112,Dress,Mast & Harbour,USR-8929,S,164.0,51.3,Pear,Fit,"Matches the size chart accurately, so comfortable. Way too tight across the bust and chest.",4,0,None
REV-008323,TOP-312,Top,Wrogn,USR-9184,L,173.5,80.0,Pear,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right. Waist is roomy and relaxed.",4,0,None
REV-008324,ETH-405,Ethnic,Libas,USR-4271,XS,171.7,62.5,Hourglass,Small,"Felt very suffocating in size XS, recommend sizing up. Waist was noticeably smaller than standard sizing. Runs small at bust for anyone with curves.",1,1,Fit
REV-008325,ETH-412,Ethnic,Libas,USR-3295,M,165.3,65.5,Regular,Large,Had to return size M because it was much too big. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.,2,0,None
REV-008326,TOP-302,Top,Wrogn,USR-6557,L,170.2,79.9,Petite,Large,"Runs on the larger side, felt baggy and loose. Loose at the bust and chest armholes. A bit longer than pictured on the model.",1,1,Fit
REV-008327,DRS-107,Dress,Mast & Harbour,USR-6992,XS,163.8,46.8,Hourglass,Fit,"Absolutely love the fit of size XS. Great length, falls just right. Watch out after washing, might shrink slightly.",3,0,None
REV-008328,JNS-202,Jeans,Mango,USR-6665,M,174.6,77.2,Athletic,Small,Ordered size M but this definitely runs small. Extremely tight around waist with almost no give. Rigid material with no give whatsoever.,4,1,Quality
REV-008329,ETH-408,Ethnic,Libas,USR-2096,M,158.4,62.1,Pear,Fit,"Perfect fit right out of the package. Great length, falls just right. Watch out after washing, might shrink slightly.",4,0,None
REV-008330,ETH-403,Ethnic,W for Woman,USR-9611,L,152.2,63.1,Regular,Fit,"Absolutely love the fit of size L. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",4,0,None
REV-008331,JNS-212,Jeans,Mango,USR-8937,M,152.5,52.0,Pear,Small,"I usually wear M, but this was way too snug. Too long for my height, dragged on the floor without heels.",2,1,Fit
REV-008332,JNS-204,Jeans,HRX,USR-2802,L,164.2,73.2,Pear,Fit,Perfect fit right out of the package. Love the comfortable stretch in this fabric. Fits very comfortably around the waist.,4,0,None
REV-008333,ETH-401,Ethnic,Libas,USR-7098,L,163.2,68.2,Pear,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.",3,0,None
REV-008334,ETH-409,Ethnic,Taavi,USR-7127,S,162.3,60.8,Hourglass,Fit,"Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Too long for my height, dragged on the floor without heels.",5,0,None
REV-008335,DRS-104,Dress,Taavi,USR-6862,M,163.1,59.8,Regular,Fit,Size M fits like a glove! True to size. Waist is roomy and relaxed. Chest and shoulder seams align nicely.,4,0,None
REV-008336,JNS-205,Jeans,Dressberry,USR-1867,S,151.0,46.3,Petite,Large,Ordered my usual size S and it was swimming on me. The waistband dug right into my sides. A bit longer than pictured on the model.,3,1,Fit
REV-008337,DRS-109,Dress,Roadster,USR-1468,S,164.2,60.0,Pear,Small,Ordered size S but this definitely runs small. Fits very comfortably around the waist. The fabric has amazing stretch and recovery.,2,1,Fit
REV-008338,TOP-310,Top,Roadster,USR-4001,S,161.4,57.3,Pear,Fit,Perfect fit right out of the package. Waist is roomy and relaxed. Length was somewhat brief.,3,0,None
REV-008339,JNS-206,Jeans,Mast & Harbour,USR-3884,S,156.6,52.3,Regular,Fit,"Matches the size chart accurately, so comfortable. A bit longer than pictured on the model.",4,0,None
REV-008340,DRS-102,Dress,Dressberry,USR-8399,M,160.4,59.7,Regular,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right. Chest and shoulder seams align nicely.",5,0,None
REV-008341,TOP-304,Top,HRX,USR-8509,M,165.2,61.4,Regular,Fit,"Perfect fit right out of the package. The fabric has amazing stretch and recovery. Great length, falls just right.",5,0,None
REV-008342,ETH-401,Ethnic,Libas,USR-4117,XS,155.5,43.3,Regular,Fit,"Size XS fits like a glove! True to size. Watch out after washing, might shrink slightly. Too long for my height, dragged on the floor without heels.",3,0,None
REV-008343,DRS-112,Dress,Mast & Harbour,USR-9749,XS,180.2,61.4,Pear,Small,"I usually wear XS, but this was way too snug. Runs small at bust for anyone with curves. Fits very comfortably around the waist.",3,1,Fit
REV-008344,DRS-104,Dress,Taavi,USR-9195,M,159.0,63.6,Hourglass,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly. A bit longer than pictured on the model.",5,0,None
REV-008345,DRS-104,Dress,Taavi,USR-2874,M,165.0,68.5,Pear,Fit,"Size M fits like a glove! True to size. Plenty of room around the waist. Watch out after washing, might shrink slightly.",5,0,None
REV-008346,TOP-311,Top,Mast & Harbour,USR-1961,S,159.5,61.3,Pear,Large,"Definitely oversized cut, consider sizing down. Great length, falls just right. Tight across the shoulders and chest area.",2,1,Fit
REV-008347,TOP-306,Top,Mast & Harbour,USR-1142,S,162.9,58.4,Petite,Small,"Felt very suffocating in size S, recommend sizing up. Chest and shoulder seams align nicely. Great length, falls just right.",2,1,Fit
REV-008348,ETH-402,Ethnic,Anouk,USR-6080,L,164.2,73.3,Hourglass,Fit,"Absolutely love the fit of size L. Tight across the shoulders and chest area. Watch out after washing, might shrink slightly.",5,0,None
REV-008349,JNS-211,Jeans,Roadster,USR-5391,M,162.3,61.0,Regular,Fit,Absolutely love the fit of size M. Plenty of room around the waist. Cropped shorter than expected for tall frames.,5,0,None
REV-008350,DRS-101,Dress,Mango,USR-9079,M,169.8,77.4,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Extremely tight around waist with almost no give. Runs small at bust for anyone with curves.",5,1,Fit
REV-008351,TOP-310,Top,Roadster,USR-6803,XS,173.3,49.6,Regular,Small,"Felt very suffocating in size XS, recommend sizing up. Loose at the bust and chest armholes. Length was somewhat brief.",4,1,Fit
REV-008352,TOP-312,Top,Wrogn,USR-4893,L,168.7,72.5,Hourglass,Large,"Runs on the larger side, felt baggy and loose. Gaped at the waist quite a bit. Loose at the bust and chest armholes.",4,1,Fit
REV-008353,DRS-102,Dress,Dressberry,USR-3402,M,156.5,59.1,Athletic,Small,"Felt very suffocating in size M, recommend sizing up. Chest and shoulder seams align nicely. Fits very comfortably around the waist.",2,0,None
REV-008354,DRS-103,Dress,Roadster,USR-5245,S,169.6,57.7,Pear,Small,"Felt very suffocating in size S, recommend sizing up. Waist was noticeably smaller than standard sizing. Way too tight across the bust and chest.",1,1,Fit
REV-008355,DRS-103,Dress,Roadster,USR-5003,M,165.5,72.6,Regular,Large,"Runs on the larger side, felt baggy and loose. Great length, falls just right. Way too tight across the bust and chest.",1,1,Quality
REV-008356,TOP-304,Top,HRX,USR-4376,M,155.2,54.6,Regular,Fit,"Absolutely love the fit of size M. Love the comfortable stretch in this fabric. Length is quite long, might need tailoring.",4,1,Not as pictured
REV-008357,JNS-207,Jeans,Mango,USR-3205,S,164.5,54.6,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Length was somewhat brief. Waist was noticeably smaller than standard sizing.",1,1,Fit
REV-008358,DRS-106,Dress,Dressberry,USR-1154,M,156.5,55.6,Hourglass,Large,"Definitely oversized cut, consider sizing down. Great length, falls just right. Loose at the bust and chest armholes.",3,0,None
REV-008359,JNS-205,Jeans,Dressberry,USR-2634,L,168.0,72.3,Regular,Fit,Absolutely love the fit of size L. Extremely tight around waist with almost no give.,5,0,None
REV-008360,DRS-110,Dress,Dressberry,USR-6263,L,156.6,63.0,Hourglass,Small,Ordered size L but this definitely runs small. Very constricting waistline. Runs small at bust for anyone with curves.,3,0,None
REV-008361,TOP-301,Top,Roadster,USR-3533,XS,156.8,42.0,Pear,Fit,"Matches the size chart accurately, so comfortable. Way too tight across the bust and chest. Great length, falls just right.",4,0,None
REV-008362,DRS-112,Dress,Mast & Harbour,USR-5615,L,160.0,70.3,Hourglass,Fit,Perfect fit right out of the package. Fits very comfortably around the waist. Runs small at bust for anyone with curves.,5,0,None
REV-008363,DRS-103,Dress,Roadster,USR-4647,S,167.0,64.7,Pear,Small,"I usually wear S, but this was way too snug. Tight across the shoulders and chest area. Great length, falls just right.",4,0,None
REV-008364,TOP-303,Top,Dressberry,USR-6406,S,159.7,55.4,Athletic,Small,"Ordered size S but this definitely runs small. Watch out after washing, might shrink slightly. Buttons pulled open at the chest.",2,0,None
REV-008365,DRS-103,Dress,Roadster,USR-6637,M,163.2,51.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. The waistband dug right into my sides. Love the comfortable stretch in this fabric.",5,0,None
REV-008366,ETH-411,Ethnic,W for Woman,USR-3278,M,160.1,57.4,Regular,Large,"Runs on the larger side, felt baggy and loose. Loose at the bust and chest armholes. Rigid material with no give whatsoever.",1,0,None
REV-008367,TOP-313,Top,Taavi,USR-5776,S,153.3,47.0,Petite,Large,"Runs on the larger side, felt baggy and loose. Chest and shoulder seams align nicely. Gaped at the waist quite a bit.",2,1,Not as pictured
REV-008368,DRS-106,Dress,Dressberry,USR-6296,M,165.3,63.5,Pear,Fit,Absolutely love the fit of size M.,5,0,None
REV-008369,ETH-408,Ethnic,Libas,USR-1647,M,160.4,50.8,Hourglass,Large,"Runs on the larger side, felt baggy and loose. Gaped at the waist quite a bit. Fabric has zero stretch and is quite stiff.",2,1,Fit
REV-008370,ETH-412,Ethnic,Libas,USR-5292,XS,173.2,60.1,Pear,Small,"Ordered size XS but this definitely runs small. The waistband dug right into my sides. Too long for my height, dragged on the floor without heels.",1,0,None
REV-008371,DRS-101,Dress,Mango,USR-7237,S,164.2,57.6,Petite,Fit,"Matches the size chart accurately, so comfortable. Very constricting waistline. Buttons pulled open at the chest.",5,1,Quality
REV-008372,ETH-411,Ethnic,W for Woman,USR-8056,M,162.7,66.1,Pear,Fit,Perfect fit right out of the package. Rigid material with no give whatsoever.,5,0,None
REV-008373,JNS-211,Jeans,Roadster,USR-8427,M,153.2,54.4,Regular,Large,"Runs on the larger side, felt baggy and loose. Too long for my height, dragged on the floor without heels. Gaped at the waist quite a bit.",1,0,None
REV-008374,DRS-110,Dress,Dressberry,USR-8244,L,170.6,87.0,Hourglass,Fit,Absolutely love the fit of size L. Chest and shoulder seams align nicely. Length was somewhat brief.,4,0,None
REV-008375,ETH-403,Ethnic,W for Woman,USR-1161,S,161.6,61.0,Pear,Small,"I usually wear S, but this was way too snug. Waist was noticeably smaller than standard sizing. Chest and shoulder seams align nicely.",1,0,None
REV-008376,JNS-205,Jeans,Dressberry,USR-9196,XL,177.5,86.7,Pear,Large,"Definitely oversized cut, consider sizing down. Length was somewhat brief. Very constricting waistline.",3,1,Fit
REV-008377,TOP-313,Top,Taavi,USR-1320,S,158.3,52.2,Regular,Fit,Absolutely love the fit of size S. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.,4,1,Quality
REV-008378,JNS-205,Jeans,Dressberry,USR-5287,M,169.0,55.3,Hourglass,Fit,Perfect fit right out of the package. The waistband dug right into my sides.,5,0,None
REV-008379,DRS-110,Dress,Dressberry,USR-5847,M,169.9,70.6,Hourglass,Fit,Absolutely love the fit of size M. Chest and shoulder seams align nicely. Cropped shorter than expected for tall frames.,4,0,None
REV-008380,JNS-201,Jeans,Roadster,USR-5877,M,166.0,61.3,Hourglass,Small,"I usually wear M, but this was way too snug. Waist was noticeably smaller than standard sizing.",3,0,None
REV-008381,TOP-312,Top,Wrogn,USR-9378,XL,158.2,72.0,Pear,Fit,"Matches the size chart accurately, so comfortable. Waist is roomy and relaxed. Loose at the bust and chest armholes.",3,0,None
REV-008382,ETH-404,Ethnic,Taavi,USR-6314,S,160.8,56.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.",4,0,None
REV-008383,JNS-204,Jeans,HRX,USR-9247,S,162.0,62.8,Petite,Small,"I usually wear S, but this was way too snug. Very constricting waistline. Love the comfortable stretch in this fabric.",1,1,Fit
REV-008384,ETH-403,Ethnic,W for Woman,USR-2204,XS,155.5,50.9,Regular,Small,"Felt very suffocating in size XS, recommend sizing up. A bit longer than pictured on the model. Watch out after washing, might shrink slightly.",2,1,Fit
REV-008385,DRS-110,Dress,Dressberry,USR-5142,L,158.3,66.2,Regular,Large,Had to return size L because it was much too big. Cropped shorter than expected for tall frames. Waist is roomy and relaxed.,2,1,Quality
REV-008386,JNS-203,Jeans,Roadster,USR-3545,XS,156.5,40.5,Regular,Small,"Ordered size XS but this definitely runs small. Gaped at the waist quite a bit. Great length, falls just right.",1,1,Fit
REV-008387,DRS-112,Dress,Mast & Harbour,USR-4370,XS,149.1,40.0,Petite,Fit,"Absolutely love the fit of size XS. Fits very comfortably around the waist. Length is quite long, might need tailoring.",5,0,None
REV-008388,DRS-104,Dress,Taavi,USR-2501,M,171.8,68.6,Athletic,Fit,"Size M fits like a glove! True to size. Length is quite long, might need tailoring. Rigid material with no give whatsoever.",4,0,None
REV-008389,JNS-202,Jeans,Mango,USR-9983,L,165.9,69.5,Hourglass,Fit,"Absolutely love the fit of size L. Fabric has zero stretch and is quite stiff. Too long for my height, dragged on the floor without heels.",5,1,Quality
REV-008390,TOP-307,Top,HRX,USR-2081,M,162.9,60.8,Regular,Small,Ordered size M but this definitely runs small. The waistband dug right into my sides. Tight across the shoulders and chest area.,4,0,None
REV-008391,TOP-308,Top,Dressberry,USR-5228,M,169.6,68.3,Regular,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff.,4,0,None
REV-008392,ETH-409,Ethnic,Taavi,USR-5190,XL,172.0,75.6,Hourglass,Large,"Ordered my usual size XL and it was swimming on me. Fabric has zero stretch and is quite stiff. Length is quite long, might need tailoring.",2,1,Fit
REV-008393,JNS-205,Jeans,Dressberry,USR-5798,M,158.3,53.4,Hourglass,Fit,"Matches the size chart accurately, so comfortable. The waistband dug right into my sides.",3,0,None
REV-008394,DRS-111,Dress,Anouk,USR-7021,L,157.6,69.1,Hourglass,Large,"Had to return size L because it was much too big. Too long for my height, dragged on the floor without heels. Gaped at the waist quite a bit.",4,1,Fit
REV-008395,TOP-310,Top,Roadster,USR-7563,XS,159.7,51.5,Pear,Small,Ordered size XS but this definitely runs small. Plenty of room around the waist. Loose at the bust and chest armholes.,1,1,Not as pictured
REV-008396,DRS-101,Dress,Mango,USR-3287,M,164.7,61.9,Hourglass,Small,"I usually wear M, but this was way too snug. Way too tight across the bust and chest. Extremely tight around waist with almost no give.",3,0,None
REV-008397,ETH-403,Ethnic,W for Woman,USR-7709,L,164.5,82.2,Regular,Small,"Beautiful piece, but sizing is off and it runs tight. Watch out after washing, might shrink slightly. Waist was noticeably smaller than standard sizing.",1,0,None
REV-008398,ETH-401,Ethnic,Libas,USR-7598,M,168.7,66.3,Pear,Fit,Size M fits like a glove! True to size. A bit longer than pictured on the model. Rigid material with no give whatsoever.,4,0,None
REV-008399,DRS-102,Dress,Dressberry,USR-4935,S,152.9,49.8,Petite,Fit,"Absolutely love the fit of size S. Too long for my height, dragged on the floor without heels.",5,0,None
